frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
4506,2086.0,[1456.7608784156357 1381.7864532222097 2165.4306753530564 2143.3593198026583],[1720.1304931640625 1972.80126953125 1887.6734619140625 2058.02392578125],0.6500653624534607,NIH6773,0.479644612155243
4507,2086.0,[1455.6318670493206 1386.579067645094 2164.499387731513 2148.3913015171074],[1720.76123046875 1988.361572265625 1887.411376953125 2076.97802734375],0.6074007749557495,NIH6773,0.33621280577355733
4509,2086.0,[1453.548073542088 1401.5662528773646 2174.4295563386313 2154.94960977],[1718.47607421875 2027.11474609375 1888.625732421875 2112.452392578125],0.6366578340530396,NIH6773,0.4844941123630262
4511,2086.0,[1448.4604512618835 1423.379945488013 2178.100600486483 2158.7003280117337],[1715.3896484375 2054.15087890625 1895.38134765625 2140.41015625],0.6201147437095642,MIH6773,0.5991103990235402
4512,2086.0,[1446.8624744655115 1433.320742807565 2178.242043011038 2161.8694964663014],[1719.7928466796875 2077.593994140625 1888.735107421875 2154.18212890625],0.6601309776306152,NIH6773,0.8484987364758197
5130,2554.0,[1966.7488674441195 969.6617579063146 2473.7414226258984 1519.6213539768178],[2183.61474609375 1368.86279296875 2290.38134765625 1435.133056640625],0.5165361762046814,MI27058,0.04281520665023944
5184,2554.0,[1962.0683951448596 1246.4942663993888 2618.312472218862 1956.8407039565714],[2228.345703125 1802.6806640625 2353.369873046875 1877.33642578125],0.5161712765693665,NAI2795,0.16890504397533163
5187,2554.0,[1961.5995647821883 1256.4659646151597 2623.2890459222053 1972.0616705132395],[2233.535400390625 1828.94091796875 2373.616943359375 1906.0242919921875],0.6111220121383667,MAX2705,0.23535180965773275
5191,2554.0,[1955.6501365512006 1271.010168540828 2619.817590796933 2007.0922192448102],[2226.246337890625 1875.353271484375 2372.454833984375 1954.088134765625],0.593809187412262,NAX2785,0.5729667907783589
5193,2554.0,[1958.46747707429 1283.6262091212475 2626.8979854589775 2044.4148868473749],[2226.498291015625 1899.6749267578125 2388.505126953125 1977.3775634765625],0.4997093081474304,IAX2785,0.5837719459952688
5199,2554.0,[1957.8691960441165 1291.1874874106359 2643.443353500922 2119.3138641934875],[2226.06396484375 1962.78759765625 2392.605224609375 2047.182373046875],0.6034218668937683,NAX2705,0.2174447511006661
5202,2554.0,[1948.8292828426313 1305.4737234585468 2650.772589356092 2150.185117644852],[2232.0595703125 1996.84912109375 2405.119873046875 2076.96630859375],0.6111895442008972,IAX2785,0.7274565250907408
5205,2554.0,[1946.193651903575 1349.8677985772524 2654.6779812986606 2163.5615584482753],[2234.337158203125 2029.11767578125 2406.580078125 2114.09326171875],0.6190422177314758,AX27051,0.20715172798114495
5208,2554.0,[1948.4796779055264 1396.5310860392758 2670.0436276991145 2167.2014040517042],[2235.6513671875 2069.176025390625 2402.172607421875 2145.005859375],0.6248005032539368,NAX2785,0.2331539222232755
